Time_Between_Messages,Loss_Probability,Corruption_Probability,Window_Size,Protocol_Type,Number_Of_Events,Nanoseconds
10,0.5,0.8,10,1,461515,78779000
10,0.6,0.8,10,1,1227243,110756000
10,0.7,0.8,10,1,2574893,128792000
10,0.8,0.8,10,1,4558674,138155000
10,0.9,0.8,10,1,17294652,199757000
10,0.0,0.9,10,1,614340,97334000
10,0.1,0.9,10,1,792831,108524000
10,0.2,0.9,10,1,820641,104327000
10,0.3,0.9,10,1,1183801,117317000
10,0.4,0.9,10,1,2072774,127305000
10,0.5,0.9,10,1,2602891,131051000
10,0.6,0.9,10,1,4809969,160483000
10,0.7,0.9,10,1,7614424,188705000
10,0.8,0.9,10,1,18986404,239184000
10,0.9,0.9,10,1,53972574,343681000
